,mt,ribo,hb,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection
LINC00654,False,False,False,23,0.00145985401459854,0.0014587894636599347,99.86569343065693,25.0,3.2580965,23,False,0.0008658224142683287,0.1621403929988708,-0.7711133,0,False
AL109935.1,False,False,False,12,0.0007007299270072992,0.0007004845304231261,99.92992700729927,12.0,2.5649493,12,False,0.0008684975345827697,0.774293930241592,0.24101348,0,False
GPCPD1,False,False,False,4337,0.41763503649635036,0.34899001592468093,74.67445255474452,7152.0,8.875287,4337,False,0.3119728806575162,1.1324309439579303,0.66350657,0,False
SHLD1,False,False,False,1365,0.09436496350364963,0.09017425303125355,92.02919708029196,1616.0,7.388328,1364,False,0.06007214569924638,0.4182909636707285,-0.3475543,0,False
CHGB,False,False,False,16,0.0010510948905109489,0.001050542877055006,99.9065693430657,18.0,2.944439,16,False,0.000981661325591287,1.0146582098594785,0.63955927,0,False
TRMT6,False,False,False,1822,0.13833576642335765,0.12956734176672927,89.36058394160584,2369.0,7.770645,1822,False,0.10139635060951366,0.569683627545525,-0.096480064,0,False
MCM8,False,False,False,847,0.07077372262773722,0.0683814924187385,95.05401459854015,1212.0,7.100852,847,False,0.0421795807328446,0.8076970296763097,0.2976729,0,False
MCM8-AS1,False,False,False,5,0.00029197080291970805,0.00029192818773955307,99.97080291970802,5.0,1.7917595,5,False,0.0002778727318985087,0.23214096029817927,-0.6572666,0,False
AL035461.2,False,False,False,78,0.004788321167883212,0.004776893622731603,99.54452554744525,82.0,4.4188404,78,True,0.0038892959000293107,1.1294749864827502,0.8279395,1,False
CRLS1,False,False,False,1993,0.1828905109489051,0.16796102868338034,88.36204379562044,3132.0,8.0497465,1993,False,0.09787276839271539,0.594150032479251,-0.05562523,0,False
FERMT1,False,False,False,53,0.0042043795620437955,0.004195565853773441,99.69051094890511,72.0,4.2904596,53,False,0.0010677982185368234,-0.15518181480386276,-1.294032,0,False
CASC20,False,False,False,4,0.00023357664233576643,0.00023354936755892855,99.97664233576641,4.0,1.609438,4,False,0.00023750561213412504,0.41663472783109806,0.13257334,0,False
BMP2,False,False,False,36,0.002394160583941606,0.0023912991477392214,99.78978102189781,41.0,3.7376697,36,False,0.0012226755974606741,0.2068841646423667,-0.7008311,0,False
TMX4,False,False,False,3951,0.38633576642335765,0.3266641271452419,76.92846715328467,6616.0,8.797398,3950,False,0.2849857340867573,0.9545782887402728,0.28065598,0,False
AL021396.1,False,False,False,46,0.002802919708029197,0.002798998853436016,99.73138686131387,48.0,3.8918204,46,True,0.003518981074254233,1.1107561400443298,0.7959444,1,False
PLCB1,False,False,False,1054,0.0807007299270073,0.0776096547473223,93.84525547445254,1382.0,7.2320104,1054,True,0.08597671680629171,1.1897660853310599,0.9291967,1,False
PLCB1-IT1,False,False,False,5,0.00029197080291970805,0.00029192818773955307,99.97080291970802,5.0,1.7917595,5,False,0.0002856472169388846,-0.0028144227208293238,-1.0407283,0,False
PLCB4,False,False,False,86,0.006248175182481752,0.006228736265743763,99.4978102189781,107.0,4.6821313,86,False,0.0030143918149717827,0.40613288351323473,-0.36571464,0,False
LAMP5,False,False,False,266,0.02621897810218978,0.02588115292536244,98.44671532846715,449.0,6.1092477,266,False,0.02018308593754139,0.8071729496241252,0.29599836,0,False
PAK5,False,False,False,4,0.00029197080291970805,0.00029192818773955307,99.97664233576641,5.0,1.7917595,4,False,0.00033977635540704594,0.22990918180066605,-0.101394035,0,False
ANKEF1,False,False,False,154,0.009868613138686132,0.009820236389949498,99.10072992700731,169.0,5.1357985,154,False,0.010009091629262518,0.6088327734750658,-0.032753784,0,False
SNAP25-AS1,False,False,False,11,0.0007007299270072992,0.0007004845304231261,99.93576642335766,12.0,2.5649493,11,False,0.0007524275788487421,0.37492376259376164,-0.4175536,0,False
SNAP25,False,False,False,6,0.0003503649635036496,0.0003503036000324793,99.96496350364964,6.0,1.9459102,6,False,0.00011682712569809756,-0.6200898063128399,-2.0665567,0,False
MKKS,False,False,False,864,0.05635036496350365,0.05481991525891478,94.95474452554744,965.0,6.8731637,864,False,0.03921294164385294,0.3575304018600917,-0.44797912,0,False
SLX4IP,False,False,False,599,0.03941605839416058,0.03865907314975048,96.5021897810219,675.0,6.516193,599,True,0.03470397453594169,1.18080763949927,0.91214436,1,False
JAG1,False,False,False,128,0.008525547445255474,0.008489410213493255,99.25255474452554,146.0,4.9904327,128,False,0.007070860787469635,0.6475946184895576,0.032295395,0,False
AL050403.2,False,False,False,22,0.0012846715328467154,0.0012838470484252955,99.87153284671533,22.0,3.1354942,22,False,0.001132457360267162,0.22741600815128774,-0.6603924,0,False
LINC01752,False,False,False,4,0.00023357664233576643,0.00023354936755892855,99.97664233576641,4.0,1.609438,4,False,0.00015910480252338932,-0.277554609954718,-1.4988625,0,False
BTBD3,False,False,False,410,0.031766423357664234,0.03127230748622405,97.60583941605839,544.0,6.300786,410,False,0.027880660425755432,0.9848968422526878,0.5893334,0,False
AL035448.1,False,False,False,9,0.0005255474452554744,0.0005254093935632255,99.94744525547445,9.0,2.3025851,9,False,0.00027731358531338365,-0.32305230190388895,-1.5763277,0,False
SPTLC3,False,False,False,54,0.003678832116788321,0.003672081764459688,99.6846715328467,63.0,4.158883,54,False,0.002381883806125548,0.4122101298055047,-0.35933372,0,False
ISM1,False,False,False,55,0.003445255474452555,0.0034393341781651958,99.67883211678831,59.0,4.0943446,55,False,0.0037095977122681293,0.6864098769583674,0.09610262,0,False
TASP1,False,False,False,924,0.060204379562043796,0.05846170044593019,94.60437956204379,1031.0,6.939254,924,False,0.057913409916742646,0.8071796085438461,0.29641676,0,False
ESF1,False,False,False,3014,0.27643795620437955,0.2440733518995763,82.4,4734.0,8.462737,3014,False,0.2264127224642874,0.989747369422324,0.598638,0,False
NDUFAF5,False,False,False,736,0.04840875912408759,0.04727354718620773,95.7021897810219,829.0,6.7214255,736,False,0.0421219169615399,0.9919258486189719,0.60221666,0,False
SEL1L2,False,False,False,6,0.0003503649635036496,0.0003503036000324793,99.96496350364964,6.0,1.9459102,6,False,0.0001692449678205109,-0.6159001336487882,-2.0574992,0,False
MACROD2,False,False,False,356,0.025343065693430658,0.025027254828904555,97.92116788321168,434.0,6.075346,356,False,0.025803682952898845,0.6823130622780558,0.08872199,0,False
AL079338.1,False,False,False,38,0.0024525547445255476,0.002449552140503197,99.77810218978102,42.0,3.7612002,38,False,0.0024841615331059044,0.2526690938351756,-0.61988264,0,False
KIF16B,False,False,False,681,0.045313868613138686,0.044317193059765544,96.02335766423357,776.0,6.6554403,681,False,0.04838452213788225,1.0613924540921564,0.71722955,0,False
AL034428.1,False,False,False,12,0.0007007299270072992,0.0007004845304231261,99.92992700729927,12.0,2.5649493,12,False,0.000783970556762927,0.17918506171383458,-0.7458466,0,False
SNRPB2,False,False,False,5472,0.6030948905109489,0.4719360674530618,68.04671532846716,10328.0,9.242711,5472,False,0.34228188953259625,0.5162416531596101,-0.90029806,0,False
BFSP1,False,False,False,39,0.002394160583941606,0.0023912991477392214,99.77226277372263,41.0,3.7376697,39,True,0.0032872731770541147,1.2656925141117825,1.0541223,1,False
DSTN,False,False,False,3812,0.3762919708029197,0.31939290508596174,77.74014598540147,6444.0,8.77106,3812,False,0.24014565577705682,0.5453696249627138,-0.13719305,0,False
RRBP1,False,False,False,2776,0.2661021897810219,0.23594303909081102,83.78978102189781,4557.0,8.42464,2776,True,0.23336403261207173,1.1983692668762196,0.94412804,1,False
SNX5,False,False,False,3267,0.30586861313868613,0.2668684232962911,80.92262773722626,5238.0,8.563886,3267,False,0.19724414098760767,0.7004170319484779,0.11988271,0,False
MGME1,False,False,False,1951,0.16724087591240877,0.1546427381002208,88.60729927007299,2864.0,7.960324,1950,False,0.09360742444369145,0.5199216654424436,-0.17952077,0,False
PET117,False,False,False,1481,0.10108029197080291,0.096291781485541,91.35182481751825,1731.0,7.457032,1481,False,0.07917611579078035,0.5972470496643987,-0.051181927,0,False
KAT14,False,False,False,555,0.03521167883211679,0.03460592641658432,96.75912408759125,603.0,6.403574,555,False,0.03190700309146327,0.7277978770043103,0.16435999,0,False
ZNF133,False,False,False,310,0.019503649635036497,0.01931589085434827,98.18978102189782,334.0,5.814131,310,False,0.021112707314052428,1.048193594140236,0.6953412,0,False
DZANK1,False,False,False,222,0.014014598540145985,0.013917302047748355,98.7036496350365,240.0,5.484797,222,False,0.014312981371508483,0.7183457202491988,0.14942622,0,False
POLR3F,False,False,False,758,0.0487007299270073,0.04755199788831038,95.57372262773723,834.0,6.727432,758,False,0.03973055483962243,0.737596854936224,0.18081339,0,False
RBBP9,False,False,False,314,0.01956204379562044,0.01937316626316716,98.16642335766423,335.0,5.817111,314,False,0.01663141301337185,0.38435637865223615,-0.40421137,0,False
SEC23B,False,False,False,1642,0.1148029197080292,0.10867763566423322,90.41167883211679,1966.0,7.5842648,1642,False,0.09450120499768694,0.7174918251645657,0.14809303,0,False
SMIM26,False,False,False,5471,0.5342481751824818,0.42804047289902736,68.05255474452554,9149.0,9.12151,5471,False,0.3339300576156098,0.43444817842326866,-1.059465,0,False
DTD1,False,False,False,1894,0.14575182481751825,0.13606103708967554,88.94014598540146,2496.0,7.8228455,1893,False,0.09943248247022073,0.5912274702561606,-0.060926963,0,False
AL121900.1,False,False,False,9,0.0005255474452554744,0.0005254093935632255,99.94744525547445,9.0,2.3025851,9,False,0.0005386394173438447,0.01724726939970811,-1.0082045,0,False
LINC00653,False,False,False,249,0.015357664233576642,0.01524092897825665,98.54598540145986,263.0,5.575949,249,False,0.01802889476657831,0.7549281394444667,0.20987597,0,False
AL136090.2,False,False,False,5,0.00029197080291970805,0.00029192818773955307,99.97080291970802,5.0,1.7917595,5,False,0.00029459754265145346,-0.3511580729345435,-1.6172552,0,False
SLC24A3,False,False,False,9,0.0008759124087591241,0.0008755290213447437,99.94744525547445,15.0,2.7725887,9,False,0.0004233681911152406,0.508267620553809,-0.1964705,0,False
AL121761.1,False,False,False,5,0.00029197080291970805,0.00029192818773955307,99.97080291970802,5.0,1.7917595,5,False,0.00041247066014643406,0.4133720806359938,-0.35200915,0,False
RIN2,False,False,False,448,0.03299270072992701,0.032460124023404924,97.38394160583942,565.0,6.338594,448,False,0.027271088933907627,0.43096322540635984,-0.32448426,0,False
NAA20,False,False,False,2861,0.23754744525547444,0.213131554326148,83.2934306569343,4068.0,8.311152,2861,False,0.1462375184590563,0.3702100349224644,-0.42708316,0,False
CRNKL1,False,False,False,2010,0.14254014598540146,0.1332539818869481,88.26277372262774,2441.0,7.800573,2010,False,0.11670704603111762,0.8047223730576654,0.29205844,0,False
CFAP61,False,False,False,8,0.00046715328467153287,0.00046704420254656964,99.95328467153286,8.0,2.1972246,8,False,0.0003503908672662633,-0.004376901248610336,-1.0466753,0,False
RALGAPA2,False,False,False,1625,0.11538686131386862,0.10920130555470899,90.51094890510949,1976.0,7.589336,1625,False,0.1165767799684389,0.897481036150531,0.4456729,0,False
LINC00237,False,False,False,5,0.00029197080291970805,0.00029192818773955307,99.97080291970802,5.0,1.7917595,5,False,0.0003421439910036943,0.19688344039774305,-0.715139,0,False
KIZ,False,False,False,1317,0.08543065693430657,0.0819768270744429,92.3094890510949,1463.0,7.2889276,1317,False,0.0856949941467458,0.8814833326975062,0.41933993,0,False
KIZ-AS1,False,False,False,68,0.003970802919708029,0.0039629400894211145,99.60291970802919,68.0,4.2341065,68,False,0.004230006521340148,0.7387202057590432,0.18168707,0,False
AL117332.1,False,False,False,226,0.01418978102189781,0.014090048427701733,98.68029197080293,243.0,5.497168,226,False,0.015346510544665775,0.9176706363865867,0.47946152,0,False
XRN2,False,False,False,4843,0.47334306569343065,0.3875340130739539,71.71970802919708,8106.0,9.0004835,4843,False,0.34028542829282615,0.7942126334143791,-0.32877856,0,False
LINC01727,False,False,False,46,0.002978102189781022,0.002973676428190918,99.73138686131387,51.0,3.9512436,46,False,0.004500927533192936,0.9701852201985222,0.56567806,0,False
THBD,False,False,False,147,0.010394160583941606,0.01034051272622233,99.14160583941606,178.0,5.187386,147,False,0.006207048471545614,0.19020590036986562,-0.72396284,0,False
CD93,False,False,False,1090,0.13897810218978102,0.13013145881033084,93.63503649635037,2380.0,7.7752757,1089,False,0.09352624064252797,0.9785381833608136,0.5800633,0,False
LINC00656,False,False,False,16,0.0009927007299270073,0.000992208328402034,99.9065693430657,17.0,2.8903718,16,False,0.0006289618055029868,-0.11658272856104002,-1.2306539,0,False
AL118508.1,False,False,False,34,0.0028613138686131388,0.002857228102004016,99.8014598540146,49.0,3.912023,34,False,0.0009542637489684572,0.18820261838629682,-0.7287933,0,False
AL390037.1,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,8.573627039443599e-05,-1.5058637943922095,-3.5385747,0,False
AL096677.1,False,False,False,4,0.00023357664233576643,0.00023354936755892855,99.97664233576641,4.0,1.609438,4,False,0.00036195143195216127,0.6254260012842767,-0.0061208555,0,False
NXT1,False,False,False,2064,0.1643211678832117,0.1521382286764733,87.94744525547445,2814.0,7.9427176,2064,False,0.10155557450691635,0.40380995134628883,-0.37191513,0,False
LINC01431,False,False,False,166,0.010102189781021897,0.010051503736031144,99.03065693430658,173.0,5.159055,166,False,0.00813190974402948,0.4199521442336347,-0.3440544,0,False
GZF1,False,False,False,652,0.04373722627737226,0.04280775881091124,96.19270072992701,749.0,6.6200733,651,False,0.041464645132508055,0.9270964225037657,0.49432933,0,False
NAPB,False,False,False,533,0.03375182481751825,0.033194732594852415,96.88759124087592,578.0,6.3613024,533,False,0.0379120985771105,1.043306284548731,0.6873759,0,False
CST3,False,False,False,2946,2.2728175182481754,1.1856512402978314,82.7970802919708,38922.0,10.569341,2944,True,0.7761162921865452,2.6449642814419208,2.0730884,1,False
AL121894.2,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.0001245051475630998,-0.27632384942929966,-1.5002493,0,False
AL121894.1,False,False,False,7,0.00046715328467153287,0.00046704420254656964,99.95912408759125,8.0,2.1972246,7,False,0.0002767658131318121,-0.2016062283000531,-1.3742751,0,False
AL121894.3,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,3.914933447791707e-05,-1.4602643467263232,-3.4566424,0,False
AL035661.1,False,False,False,6,0.0003503649635036496,0.0003503036000324793,99.96496350364964,6.0,1.9459102,6,False,0.0004100790210330392,0.17998227149101026,-0.7433981,0,False
CST7,False,False,False,2250,0.4682043795620438,0.38404014363658984,86.86131386861314,8018.0,8.989569,2250,True,0.45753855509216523,1.9812580809939817,2.074773,2,True
APMAP,False,False,False,2461,0.18937226277372263,0.1734256576667617,85.62919708029197,3243.0,8.084562,2461,False,0.17917198161921472,0.9285874640693701,0.49728844,0,False
AL035661.2,False,False,False,66,0.003912408759124087,0.0039047751919203478,99.61459854014598,67.0,4.2195077,66,False,0.005681713769917233,0.789815915478189,0.26973042,0,False
ACSS1,False,False,False,2034,0.16677372262773724,0.15424243786970657,88.12262773722628,2856.0,7.9575276,2033,False,0.13763352994928135,1.006202734391301,0.6253411,0,False
AL035252.2,False,False,False,12,0.0007591240875912409,0.0007588360986380783,99.92992700729927,13.0,2.6390574,12,False,0.000917805551515465,0.5247996904485882,-0.16955802,0,False
AL035252.5,False,False,False,6,0.0003503649635036496,0.0003503036000324793,99.96496350364964,6.0,1.9459102,6,False,0.0003712350299886857,0.12902999133881207,-0.82466084,0,False
ENTPD6,False,False,False,964,0.060788321167883214,0.059012330931732825,94.37080291970803,1041.0,6.9488974,964,False,0.05984278253297168,0.8800795693462472,0.417218,0,False
AL035252.3,False,False,False,39,0.0023357664233576644,0.0023330427613663914,99.77226277372263,40.0,3.713572,39,True,0.004253589273755663,1.3961441326094364,1.2726119,1,False
PYGB,False,False,False,901,0.0581021897810219,0.056476916466544284,94.73868613138686,995.0,6.903747,901,False,0.062020718239434405,1.002475156333778,0.619591,0,False
AL121772.3,False,False,False,28,0.0016934306569343065,0.0016919984199407654,99.83649635036497,29.0,3.4011974,28,False,0.0022397671776623004,0.9592887474517966,0.54815805,0,False
